Order ID,Customer ID,Customer Name,Segment,Order Date,Ship Date,Ship Mode,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
IN-102807,CU-0469,Customer_CU-0469,Consumer,2021-02-05,2021-02-08,Standard Class,Gujarat,West,Office Supplies,Art,42.53,6,0.0,13.47
IN-102808,CU-0214,Customer_CU-0214,Consumer,2021-03-18,2021-03-22,Standard Class,Tamil Nadu,South,Technology,Phones,1516.03,1,0.3,146.35
IN-102809,CU-0565,Customer_CU-0565,Consumer,2022-06-02,2022-06-06,Second Class,Haryana,North,Furniture,Furnishings,212.8,5,0.2,17.4
IN-102810,CU-0387,Customer_CU-0387,Corporate,2022-02-01,2022-02-07,Standard Class,Chhattisgarh,Central,Office Supplies,Binders,81.04,1,0.2,7.57
IN-102811,CU-0573,Customer_CU-0573,Consumer,2021-10-28,2021-10-31,Standard Class,Maharashtra,West,Technology,Accessories,375.4,5,0.0,150.95
IN-102812,CU-0574,Customer_CU-0574,Corporate,2021-09-15,2021-09-22,Standard Class,Odisha,East,Office Supplies,Binders,430.51,2,0.1,136.08
IN-102813,CU-0163,Customer_CU-0163,Home Office,2022-10-26,2022-10-31,Standard Class,Odisha,East,Office Supplies,Supplies,67.42,6,0.2,5.58
IN-102814,CU-0265,Customer_CU-0265,Consumer,2023-11-28,2023-12-05,First Class,Tamil Nadu,South,Office Supplies,Labels,468.39,7,0.3,116.99
IN-102815,CU-0710,Customer_CU-0710,Consumer,2023-05-02,2023-05-08,Standard Class,Gujarat,West,Technology,Machines,1384.0,2,0.2,371.98
IN-102816,CU-0223,Customer_CU-0223,Corporate,2021-02-09,2021-02-14,Standard Class,Gujarat,West,Technology,Copiers,1026.45,4,0.1,331.42
IN-102817,CU-0716,Customer_CU-0716,Corporate,2023-07-17,2023-07-22,First Class,Bihar,East,Office Supplies,Appliances,125.44,1,0.1,16.08
IN-102818,CU-0513,Customer_CU-0513,Home Office,2022-07-13,2022-07-17,Second Class,Odisha,East,Technology,Copiers,948.06,2,0.2,316.79
IN-102819,CU-0411,Customer_CU-0411,Consumer,2023-07-19,2023-07-28,Same Day,Gujarat,West,Furniture,Bookcases,70.66,3,0.1,26.96
IN-102820,CU-0435,Customer_CU-0435,Home Office,2021-05-26,2021-06-01,Second Class,Delhi,North,Technology,Machines,517.5,1,0.0,232.67
IN-102821,CU-0388,Customer_CU-0388,Corporate,2021-03-10,2021-03-14,Second Class,Jharkhand,East,Office Supplies,Fasteners,192.61,1,0.1,31.11
IN-102822,CU-0781,Customer_CU-0781,Consumer,2022-09-18,2022-09-27,Standard Class,Tamil Nadu,South,Office Supplies,Envelopes,86.14,1,0.0,23.71
IN-102823,CU-0087,Customer_CU-0087,Consumer,2022-06-22,2022-06-25,Second Class,Uttar Pradesh,North,Office Supplies,Envelopes,25.41,1,0.3,2.5
IN-102824,CU-0527,Customer_CU-0527,Consumer,2021-06-25,2021-07-04,Standard Class,Jharkhand,East,Office Supplies,Appliances,85.87,6,0.0,27.31
IN-102825,CU-0293,Customer_CU-0293,Home Office,2023-03-31,2023-04-05,Standard Class,Rajasthan,North,Furniture,Bookcases,1291.14,1,0.0,399.99
IN-102826,CU-0301,Customer_CU-0301,Consumer,2021-04-30,2021-05-04,Standard Class,Jharkhand,East,Furniture,Furnishings,895.62,3,0.2,116.79
IN-102827,CU-0053,Customer_CU-0053,Consumer,2023-04-25,2023-04-27,Second Class,Tamil Nadu,South,Furniture,Bookcases,314.32,3,0.0,54.09
IN-102828,CU-0485,Customer_CU-0485,Corporate,2021-08-06,2021-08-11,Standard Class,Maharashtra,West,Office Supplies,Envelopes,211.94,1,0.2,73.43
IN-102829,CU-0482,Customer_CU-0482,Consumer,2021-12-01,2021-12-07,First Class,Uttarakhand,North,Office Supplies,Binders,64.72,7,0.0,27.53
IN-102830,CU-0236,Customer_CU-0236,Consumer,2023-01-17,2023-01-25,Standard Class,Andhra Pradesh,South,Office Supplies,Paper,19.42,3,0.1,3.84
IN-102831,CU-0631,Customer_CU-0631,Corporate,2023-05-15,2023-05-19,Second Class,Telangana,South,Office Supplies,Paper,39.17,2,0.0,8.69
IN-102832,CU-0041,Customer_CU-0041,Consumer,2022-06-13,2022-06-19,Standard Class,Telangana,South,Furniture,Chairs,1153.22,2,0.0,420.62
IN-102833,CU-0770,Customer_CU-0770,Consumer,2023-01-21,2023-01-23,Second Class,Odisha,East,Furniture,Tables,265.29,4,0.4,-11.94
IN-102834,CU-0543,Customer_CU-0543,Home Office,2023-03-21,2023-03-27,Standard Class,Punjab,North,Office Supplies,Paper,72.31,5,0.1,12.79
IN-102835,CU-0529,Customer_CU-0529,Consumer,2022-10-18,2022-10-22,Second Class,Telangana,South,Furniture,Furnishings,259.86,2,0.2,87.33
IN-102836,CU-0753,Customer_CU-0753,Consumer,2023-11-09,2023-11-11,Standard Class,Assam,East,Technology,Phones,3691.26,4,0.0,602.41
IN-102837,CU-0383,Customer_CU-0383,Corporate,2021-04-03,2021-04-09,Standard Class,Andhra Pradesh,South,Technology,Machines,2873.72,3,0.0,806.13
IN-102838,CU-0710,Customer_CU-0710,Consumer,2022-05-14,2022-05-18,Standard Class,Delhi,North,Technology,Phones,4899.57,6,0.3,1336.8
IN-102839,CU-0170,Customer_CU-0170,Corporate,2021-05-26,2021-06-04,Standard Class,Haryana,North,Technology,Copiers,576.43,3,0.2,96.32
IN-102840,CU-0667,Customer_CU-0667,Consumer,2021-06-06,2021-06-09,Second Class,Delhi,North,Office Supplies,Fasteners,117.46,4,0.1,39.6
IN-102841,CU-0508,Customer_CU-0508,Consumer,2022-07-18,2022-07-24,Standard Class,Karnataka,South,Office Supplies,Labels,22.99,5,0.2,7.03
IN-102842,CU-0562,Customer_CU-0562,Consumer,2021-10-02,2021-10-04,Standard Class,Jharkhand,East,Technology,Machines,2513.02,2,0.2,259.37
IN-102843,CU-0396,Customer_CU-0396,Consumer,2021-07-28,2021-08-03,Standard Class,Telangana,South,Furniture,Chairs,129.77,3,0.1,25.31
IN-102844,CU-0185,Customer_CU-0185,Consumer,2021-01-11,2021-01-15,Standard Class,Odisha,East,Office Supplies,Binders,109.41,2,0.3,17.01
IN-102845,CU-0186,Customer_CU-0186,Corporate,2021-06-15,2021-06-19,Standard Class,Rajasthan,North,Furniture,Furnishings,137.3,4,0.1,32.87
IN-102846,CU-0526,Customer_CU-0526,Consumer,2023-05-18,2023-05-22,Standard Class,Chhattisgarh,Central,Technology,Copiers,391.51,6,0.3,55.82
IN-102847,CU-0596,Customer_CU-0596,Consumer,2022-06-13,2022-06-20,Second Class,Uttar Pradesh,North,Technology,Phones,313.08,3,0.0,130.03
IN-102848,CU-0596,Customer_CU-0596,Consumer,2022-03-13,2022-03-17,Same Day,Uttarakhand,North,Furniture,Bookcases,203.1,2,0.1,38.87
IN-102849,CU-0619,Customer_CU-0619,Consumer,2022-03-04,2022-03-08,Standard Class,Delhi,North,Furniture,Chairs,214.58,7,0.0,78.61
IN-102850,CU-0140,Customer_CU-0140,Consumer,2022-05-12,2022-05-16,First Class,Haryana,North,Office Supplies,Envelopes,54.96,7,0.0,10.11
IN-102851,CU-0238,Customer_CU-0238,Corporate,2021-09-28,2021-10-04,First Class,Odisha,East,Furniture,Chairs,643.34,3,0.0,208.66
IN-102852,CU-0692,Customer_CU-0692,Consumer,2021-07-29,2021-08-02,Standard Class,Odisha,East,Furniture,Tables,136.47,1,0.2,35.5
IN-102853,CU-0361,Customer_CU-0361,Consumer,2021-12-27,2022-01-03,First Class,Tamil Nadu,South,Office Supplies,Paper,109.78,1,0.1,22.97
IN-102854,CU-0571,Customer_CU-0571,Corporate,2023-05-07,2023-05-10,First Class,Gujarat,West,Furniture,Chairs,875.13,3,0.2,251.24
IN-102855,CU-0526,Customer_CU-0526,Consumer,2023-09-27,2023-10-02,Standard Class,Haryana,North,Furniture,Furnishings,219.08,1,0.0,52.78
IN-102856,CU-0565,Customer_CU-0565,Consumer,2023-04-02,2023-04-06,Second Class,Kerala,South,Technology,Copiers,348.58,2,0.2,91.0
IN-102857,CU-0324,Customer_CU-0324,Home Office,2023-12-06,2023-12-09,Standard Class,Rajasthan,North,Furniture,Chairs,274.67,2,0.4,25.55
IN-102858,CU-0294,Customer_CU-0294,Home Office,2022-07-13,2022-07-17,Standard Class,Telangana,South,Office Supplies,Supplies,260.28,1,0.0,77.97
IN-102859,CU-0569,Customer_CU-0569,Consumer,2023-07-09,2023-07-16,Second Class,Karnataka,South,Technology,Accessories,792.11,4,0.0,197.27
IN-102860,CU-0447,Customer_CU-0447,Home Office,2023-08-01,2023-08-03,Standard Class,West Bengal,East,Office Supplies,Art,55.81,1,0.2,4.16
IN-102861,CU-0483,Customer_CU-0483,Consumer,2022-08-24,2022-08-27,Standard Class,Jharkhand,East,Technology,Copiers,1028.12,2,0.0,330.81
IN-102862,CU-0232,Customer_CU-0232,Consumer,2021-10-22,2021-10-27,Standard Class,Maharashtra,West,Office Supplies,Fasteners,33.38,2,0.2,10.19
IN-102863,CU-0773,Customer_CU-0773,Corporate,2022-07-05,2022-07-09,Second Class,Haryana,North,Furniture,Chairs,569.69,4,0.0,164.59
IN-102864,CU-0660,Customer_CU-0660,Corporate,2023-01-25,2023-01-30,Standard Class,Rajasthan,North,Technology,Copiers,960.78,5,0.0,244.89
IN-102865,CU-0474,Customer_CU-0474,Consumer,2021-03-16,2021-03-18,Standard Class,Kerala,South,Technology,Accessories,504.2,2,0.1,94.93
IN-102866,CU-0727,Customer_CU-0727,Home Office,2022-03-28,2022-04-03,Standard Class,Rajasthan,North,Office Supplies,Art,42.32,4,0.1,6.57
IN-102867,CU-0701,Customer_CU-0701,Home Office,2021-12-01,2021-12-07,Second Class,Kerala,South,Furniture,Tables,162.5,2,0.1,50.85
IN-102868,CU-0071,Customer_CU-0071,Consumer,2022-04-02,2022-04-11,First Class,Karnataka,South,Technology,Copiers,1076.35,2,0.0,450.78
IN-102869,CU-0352,Customer_CU-0352,Consumer,2023-01-07,2023-01-13,Same Day,Punjab,North,Technology,Machines,2010.39,2,0.2,426.06
IN-102870,CU-0213,Customer_CU-0213,Consumer,2023-02-18,2023-02-23,Second Class,Assam,East,Technology,Machines,374.81,3,0.1,48.98
IN-102871,CU-0030,Customer_CU-0030,Home Office,2022-01-19,2022-01-25,Second Class,Rajasthan,North,Office Supplies,Storage,135.99,2,0.0,36.62
IN-102872,CU-0286,Customer_CU-0286,Consumer,2021-01-22,2021-01-28,Second Class,Uttar Pradesh,North,Technology,Accessories,101.66,2,0.1,32.68
IN-102873,CU-0736,Customer_CU-0736,Home Office,2021-11-23,2021-11-27,Standard Class,Haryana,North,Furniture,Furnishings,206.91,2,0.0,58.65
IN-102874,CU-0558,Customer_CU-0558,Consumer,2021-04-07,2021-04-10,Standard Class,Delhi,North,Furniture,Chairs,322.19,2,0.0,53.61
IN-102875,CU-0120,Customer_CU-0120,Corporate,2022-04-04,2022-04-07,Second Class,Kerala,South,Technology,Phones,293.33,7,0.2,54.43
IN-102876,CU-0461,Customer_CU-0461,Consumer,2023-01-20,2023-01-27,Second Class,Andhra Pradesh,South,Furniture,Furnishings,156.15,2,0.3,37.58
IN-102877,CU-0596,Customer_CU-0596,Consumer,2023-10-03,2023-10-06,Standard Class,Kerala,South,Technology,Phones,364.67,2,0.3,69.38
IN-102878,CU-0665,Customer_CU-0665,Corporate,2022-08-29,2022-09-02,Standard Class,Chhattisgarh,Central,Technology,Machines,865.21,7,0.0,241.38
IN-102879,CU-0294,Customer_CU-0294,Home Office,2022-05-07,2022-05-13,First Class,Chhattisgarh,Central,Technology,Accessories,561.94,1,0.2,182.69
IN-102880,CU-0064,Customer_CU-0064,Consumer,2021-06-02,2021-06-07,Standard Class,Rajasthan,North,Office Supplies,Envelopes,12.01,5,0.1,4.33
IN-102881,CU-0645,Customer_CU-0645,Corporate,2023-07-18,2023-07-25,Standard Class,Rajasthan,North,Office Supplies,Supplies,13.35,3,0.2,4.37
IN-102882,CU-0681,Customer_CU-0681,Consumer,2022-01-14,2022-01-16,Second Class,Telangana,South,Technology,Copiers,385.22,1,0.2,97.88
IN-102883,CU-0194,Customer_CU-0194,Corporate,2021-10-05,2021-10-10,Same Day,Odisha,East,Technology,Machines,1004.17,4,0.0,297.37
IN-102884,CU-0720,Customer_CU-0720,Home Office,2023-01-13,2023-01-19,Standard Class,Tamil Nadu,South,Furniture,Tables,36.67,1,0.3,2.88
IN-102885,CU-0734,Customer_CU-0734,Corporate,2021-12-21,2021-12-26,Standard Class,Telangana,South,Technology,Accessories,424.22,1,0.1,68.6
IN-102886,CU-0490,Customer_CU-0490,Consumer,2021-07-01,2021-07-08,Standard Class,Rajasthan,North,Furniture,Bookcases,216.81,3,0.1,49.54
IN-102887,CU-0117,Customer_CU-0117,Consumer,2022-06-02,2022-06-04,Standard Class,Gujarat,West,Office Supplies,Binders,314.03,1,0.0,103.0
IN-102888,CU-0703,Customer_CU-0703,Corporate,2022-02-22,2022-02-28,Second Class,Andhra Pradesh,South,Office Supplies,Binders,63.66,2,0.2,8.72
IN-102889,CU-0120,Customer_CU-0120,Corporate,2023-06-05,2023-06-11,Standard Class,Jharkhand,East,Technology,Copiers,938.88,1,0.0,370.21
IN-102890,CU-0574,Customer_CU-0574,Corporate,2021-11-05,2021-11-07,First Class,West Bengal,East,Furniture,Chairs,369.82,1,0.2,19.16
IN-102891,CU-0370,Customer_CU-0370,Consumer,2021-03-12,2021-03-15,Standard Class,Jharkhand,East,Office Supplies,Labels,13.23,1,0.1,3.2
IN-102892,CU-0402,Customer_CU-0402,Home Office,2021-11-20,2021-11-23,Standard Class,Chhattisgarh,Central,Office Supplies,Storage,179.72,1,0.2,60.96
IN-102893,CU-0729,Customer_CU-0729,Home Office,2022-02-28,2022-03-02,Same Day,Haryana,North,Furniture,Tables,392.41,2,0.4,24.4
IN-102894,CU-0782,Customer_CU-0782,Home Office,2021-05-22,2021-05-30,Standard Class,West Bengal,East,Furniture,Chairs,496.02,1,0.2,39.4
IN-102895,CU-0279,Customer_CU-0279,Corporate,2023-09-09,2023-09-13,Same Day,Delhi,North,Technology,Phones,22779.45,1,0.0,8843.36
IN-102896,CU-0733,Customer_CU-0733,Home Office,2022-06-24,2022-06-29,Standard Class,Bihar,East,Technology,Phones,101.93,2,0.0,18.52
IN-102897,CU-0765,Customer_CU-0765,Home Office,2023-10-13,2023-10-18,Standard Class,Madhya Pradesh,Central,Office Supplies,Art,425.06,1,0.2,65.5
IN-102898,CU-0763,Customer_CU-0763,Corporate,2022-03-04,2022-03-07,First Class,Bihar,East,Furniture,Tables,262.45,1,0.5,12.82
IN-102899,CU-0062,Customer_CU-0062,Consumer,2021-04-23,2021-04-27,Second Class,Maharashtra,West,Office Supplies,Paper,116.58,3,0.3,8.4
IN-102900,CU-0407,Customer_CU-0407,Home Office,2023-05-20,2023-05-24,First Class,Maharashtra,West,Technology,Phones,638.45,2,0.0,170.94
IN-102901,CU-0536,Customer_CU-0536,Consumer,2023-03-25,2023-03-31,Second Class,Uttar Pradesh,North,Furniture,Tables,235.24,1,0.0,73.31
IN-102902,CU-0221,Customer_CU-0221,Consumer,2021-01-19,2021-01-25,Standard Class,Tamil Nadu,South,Office Supplies,Paper,53.9,2,0.0,23.47
IN-102903,CU-0198,Customer_CU-0198,Consumer,2021-03-04,2021-03-10,Standard Class,Jharkhand,East,Technology,Machines,894.76,5,0.2,234.48
IN-102904,CU-0710,Customer_CU-0710,Consumer,2021-12-17,2021-12-20,Standard Class,Chhattisgarh,Central,Technology,Phones,169.79,5,0.0,69.17
IN-102905,CU-0590,Customer_CU-0590,Consumer,2021-10-17,2021-10-23,Standard Class,Andhra Pradesh,South,Office Supplies,Envelopes,176.89,1,0.0,26.59
IN-102906,CU-0212,Customer_CU-0212,Consumer,2023-05-12,2023-05-18,Standard Class,Assam,East,Furniture,Bookcases,236.76,1,0.4,3.91
IN-102907,CU-0450,Customer_CU-0450,Consumer,2023-09-29,2023-10-02,Standard Class,Gujarat,West,Office Supplies,Binders,32.56,1,0.3,4.57
IN-102908,CU-0503,Customer_CU-0503,Corporate,2023-01-16,2023-01-21,Standard Class,Andhra Pradesh,South,Technology,Copiers,443.63,6,0.1,79.23
IN-102909,CU-0125,Customer_CU-0125,Corporate,2021-06-30,2021-07-03,Standard Class,Delhi,North,Technology,Accessories,2062.01,1,0.0,714.36
IN-102910,CU-0183,Customer_CU-0183,Corporate,2022-06-17,2022-06-21,Standard Class,Assam,East,Technology,Phones,410.84,1,0.0,92.53
IN-102911,CU-0032,Customer_CU-0032,Consumer,2021-08-19,2021-08-25,Standard Class,Punjab,North,Office Supplies,Binders,124.29,2,0.2,40.79
IN-102912,CU-0727,Customer_CU-0727,Home Office,2022-02-11,2022-02-18,Standard Class,Assam,East,Furniture,Chairs,184.06,3,0.2,42.35
IN-102913,CU-0798,Customer_CU-0798,Consumer,2022-07-07,2022-07-11,Standard Class,Rajasthan,North,Technology,Machines,1315.71,1,0.2,262.84
IN-102914,CU-0347,Customer_CU-0347,Consumer,2022-04-20,2022-04-25,Standard Class,Maharashtra,West,Furniture,Bookcases,571.58,3,0.0,106.78
IN-102915,CU-0141,Customer_CU-0141,Consumer,2022-12-27,2023-01-02,Standard Class,Maharashtra,West,Technology,Phones,3511.32,1,0.0,1572.78
IN-102916,CU-0668,Customer_CU-0668,Consumer,2021-11-08,2021-11-13,Second Class,Assam,East,Furniture,Tables,287.02,5,0.1,64.26
IN-102917,CU-0696,Customer_CU-0696,Consumer,2023-07-01,2023-07-07,Standard Class,Assam,East,Furniture,Furnishings,563.93,4,0.0,191.57
IN-102918,CU-0370,Customer_CU-0370,Consumer,2023-07-13,2023-07-15,First Class,Andhra Pradesh,South,Office Supplies,Binders,98.32,3,0.0,23.12
IN-102919,CU-0247,Customer_CU-0247,Consumer,2021-03-09,2021-03-14,First Class,Haryana,North,Furniture,Tables,931.41,5,0.3,58.48
IN-102920,CU-0708,Customer_CU-0708,Consumer,2022-07-18,2022-07-25,Standard Class,Jharkhand,East,Office Supplies,Appliances,47.14,6,0.0,8.89
IN-102921,CU-0262,Customer_CU-0262,Consumer,2023-05-11,2023-05-14,Same Day,Chhattisgarh,Central,Technology,Machines,1300.5,2,0.0,308.29
IN-102922,CU-0713,Customer_CU-0713,Consumer,2022-08-07,2022-08-12,Second Class,Chhattisgarh,Central,Technology,Copiers,558.23,1,0.0,228.06
IN-102923,CU-0736,Customer_CU-0736,Home Office,2022-12-26,2023-01-02,First Class,Kerala,South,Furniture,Furnishings,313.77,1,0.0,140.47
IN-102924,CU-0189,Customer_CU-0189,Consumer,2021-05-17,2021-05-22,Standard Class,Andhra Pradesh,South,Technology,Accessories,722.4,4,0.0,199.39
IN-102925,CU-0499,Customer_CU-0499,Corporate,2022-04-25,2022-04-29,Standard Class,West Bengal,East,Furniture,Furnishings,404.15,2,0.2,41.63
IN-102926,CU-0730,Customer_CU-0730,Corporate,2021-07-06,2021-07-12,Standard Class,Karnataka,South,Office Supplies,Labels,81.08,3,0.0,36.18
IN-102927,CU-0797,Customer_CU-0797,Consumer,2022-08-05,2022-08-10,First Class,Punjab,North,Technology,Copiers,806.93,1,0.3,63.51
IN-102928,CU-0360,Customer_CU-0360,Consumer,2022-09-10,2022-09-15,Standard Class,Rajasthan,North,Furniture,Bookcases,1167.35,4,0.2,96.53
IN-102929,CU-0675,Customer_CU-0675,Home Office,2021-11-03,2021-11-09,First Class,West Bengal,East,Office Supplies,Binders,218.53,4,0.1,43.19
IN-102930,CU-0729,Customer_CU-0729,Home Office,2023-10-05,2023-10-10,Second Class,West Bengal,East,Office Supplies,Storage,196.81,5,0.0,80.39
IN-102931,CU-0480,Customer_CU-0480,Home Office,2023-08-26,2023-08-28,Standard Class,Assam,East,Furniture,Bookcases,229.42,3,0.2,19.49
IN-102932,CU-0427,Customer_CU-0427,Consumer,2021-03-18,2021-03-24,Standard Class,Tamil Nadu,South,Office Supplies,Appliances,40.43,2,0.3,0.78
IN-102933,CU-0247,Customer_CU-0247,Consumer,2021-09-02,2021-09-04,First Class,Andhra Pradesh,South,Technology,Machines,1571.48,6,0.0,400.9
IN-102934,CU-0789,Customer_CU-0789,Home Office,2021-05-04,2021-05-10,Same Day,Telangana,South,Technology,Machines,1463.29,5,0.0,321.58
IN-102935,CU-0746,Customer_CU-0746,Corporate,2023-11-24,2023-12-02,Standard Class,Rajasthan,North,Office Supplies,Envelopes,338.8,3,0.0,50.82
IN-102936,CU-0098,Customer_CU-0098,Corporate,2023-10-12,2023-10-17,Standard Class,Jharkhand,East,Furniture,Furnishings,203.73,1,0.2,63.91
IN-102937,CU-0062,Customer_CU-0062,Consumer,2021-11-18,2021-11-20,Same Day,Maharashtra,West,Office Supplies,Supplies,73.22,1,0.1,25.7
IN-102938,CU-0585,Customer_CU-0585,Consumer,2023-04-18,2023-04-24,Same Day,Gujarat,West,Technology,Phones,152.09,3,0.1,44.38
IN-102939,CU-0015,Customer_CU-0015,Home Office,2023-01-10,2023-01-15,Second Class,Punjab,North,Technology,Machines,467.21,1,0.2,69.81
IN-102940,CU-0252,Customer_CU-0252,Consumer,2022-01-22,2022-01-28,Standard Class,Maharashtra,West,Office Supplies,Paper,220.72,4,0.2,27.64
IN-102941,CU-0771,Customer_CU-0771,Corporate,2023-09-26,2023-10-01,First Class,Haryana,North,Furniture,Furnishings,227.42,1,0.3,4.15
IN-102942,CU-0312,Customer_CU-0312,Consumer,2021-03-13,2021-03-18,Standard Class,Andhra Pradesh,South,Office Supplies,Binders,160.2,3,0.1,35.54
IN-102943,CU-0349,Customer_CU-0349,Consumer,2023-06-21,2023-06-28,First Class,Uttarakhand,North,Office Supplies,Art,75.83,2,0.1,28.98
IN-102944,CU-0106,Customer_CU-0106,Corporate,2023-03-20,2023-03-24,Standard Class,Bihar,East,Furniture,Furnishings,428.05,1,0.1,84.29
IN-102945,CU-0784,Customer_CU-0784,Consumer,2023-07-04,2023-07-13,Standard Class,Bihar,East,Technology,Copiers,236.77,5,0.1,94.46
IN-102946,CU-0762,Customer_CU-0762,Consumer,2021-09-29,2021-10-05,Standard Class,Haryana,North,Furniture,Tables,353.6,7,0.5,28.58
IN-102947,CU-0733,Customer_CU-0733,Home Office,2023-03-08,2023-03-14,Second Class,Rajasthan,North,Technology,Machines,45.06,2,0.3,8.5
IN-102948,CU-0153,Customer_CU-0153,Consumer,2021-03-09,2021-03-18,Standard Class,Karnataka,South,Technology,Machines,562.16,1,0.2,158.46
IN-102949,CU-0608,Customer_CU-0608,Consumer,2022-07-11,2022-07-16,Second Class,Madhya Pradesh,Central,Office Supplies,Paper,20.75,3,0.0,7.2
IN-102950,CU-0445,Customer_CU-0445,Consumer,2021-02-20,2021-02-22,Standard Class,Punjab,North,Technology,Accessories,1969.22,3,0.2,236.07
IN-102951,CU-0237,Customer_CU-0237,Corporate,2022-04-18,2022-04-21,Second Class,Gujarat,West,Technology,Accessories,1338.98,2,0.1,393.01
IN-102952,CU-0735,Customer_CU-0735,Corporate,2023-08-12,2023-08-15,First Class,Rajasthan,North,Furniture,Furnishings,479.78,1,0.0,107.82
IN-102953,CU-0035,Customer_CU-0035,Corporate,2023-08-24,2023-08-31,First Class,Maharashtra,West,Office Supplies,Labels,353.86,1,0.1,79.54
IN-102954,CU-0527,Customer_CU-0527,Consumer,2022-02-23,2022-03-01,Second Class,West Bengal,East,Furniture,Bookcases,154.6,1,0.0,28.44
IN-102955,CU-0476,Customer_CU-0476,Home Office,2022-03-08,2022-03-13,Standard Class,Tamil Nadu,South,Technology,Copiers,3205.51,5,0.0,821.57
IN-102956,CU-0395,Customer_CU-0395,Corporate,2022-03-25,2022-03-29,Standard Class,Madhya Pradesh,Central,Office Supplies,Supplies,208.3,1,0.2,29.97
IN-102957,CU-0099,Customer_CU-0099,Consumer,2021-02-03,2021-02-10,Second Class,Telangana,South,Office Supplies,Fasteners,72.76,2,0.0,17.33
IN-102958,CU-0149,Customer_CU-0149,Corporate,2023-01-23,2023-01-28,Standard Class,Uttar Pradesh,North,Office Supplies,Supplies,250.15,2,0.1,49.88
IN-102959,CU-0570,Customer_CU-0570,Consumer,2023-07-12,2023-07-15,Standard Class,Assam,East,Office Supplies,Fasteners,33.26,1,0.1,7.15
IN-102960,CU-0531,Customer_CU-0531,Consumer,2022-03-14,2022-03-19,Second Class,Uttar Pradesh,North,Office Supplies,Labels,42.86,3,0.1,9.25
IN-102961,CU-0431,Customer_CU-0431,Corporate,2022-03-22,2022-03-28,First Class,Maharashtra,West,Furniture,Bookcases,202.98,2,0.0,85.58
IN-102962,CU-0415,Customer_CU-0415,Corporate,2022-12-09,2022-12-15,Second Class,Gujarat,West,Furniture,Chairs,216.33,2,0.1,60.82
IN-102963,CU-0545,Customer_CU-0545,Corporate,2021-03-17,2021-03-21,Standard Class,Telangana,South,Technology,Accessories,257.01,5,0.0,79.34
